country,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,avg_value
Samoa,WSM,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3434132,24.9739609,23.93739968,21.46325483,17.95339815,18.61492807,19.10265457,20.09630195,20.74489612,21.82751382,21.73873157,19.72755973,18.70271875,16.94592872,16.49223668,10.65596258,8.151733297,7.57857171,8.139214551,7.680412603,6.89993047,6.443929145,6.255926195,6.19206875,4.728204974,4.540111648,3.950283485,4.874714056,14.06271286
Tunisia,TUN,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,8.091485681,8.087831656,8.087719298,8.185667242,8.904311872,8.403917417,8.658647299,9.517564403,9.311213411,9.962527458,9.078902033,10.46559752,10.55248871,11.06324731,11.59479808,11.78647084,11.86689092,11.11689285,14.16876908,14.84155698,15.09482353,15.76727557,15.09464488,16.83370667,16.96159501,16.88656305,16.94849029,16.5309577,17.19839051,18.47500285,18.96456679,18.32814967,16.72637883,16.65733562,16.49740224,16.31004233,16.55053801,16.54863652,16.07968745,15.77687089,15.65236082,16.15475061,16.8400365,18.13862776,16.93690224,15.72391041,15.96951608,15.43494647,15.00824302,14.5464537,14.01023583,13.80882367,14.20104596,14.51690704,14.31893977,13.69383466,14.4173084,13.98860353
North Macedonia,MKD,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.01353383,23.2356405,27.92132839,23.83376826,18.90826214,18.66230266,18.52970376,17.92824121,17.16404337,16.72251357,8.968573796,8.964590936,8.436041318,8.931349416,7.685212226,9.693399514,10.21592402,10.20062271,9.771987756,8.827076228,9.865628773,11.4100813,10.23863142,9.914104855,10.95140354,11.76035953,12.28893989,12.60253096,13.34739543,13.39414999,12.92597672,12.65980976,13.93666024
Burkina Faso,BFA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,11.26579138,10.62596029,11.12549825,11.13631641,10.89629248,11.15829623,12.75073543,15.00329862,15.48418239,15.99084866,16.65287802,17.41550716,18.36960153,19.02551026,18.52002477,18.13321326,17.73875965,16.42956292,15.35845174,15.8773815,14.74103471,14.42502288,14.39695332,16.00697046,15.11124735,13.3255874,13.69004648,14.9899884,15.06706422,14.49003365,14.74901604,13.37681884,14.4729992,14.22732497,13.44792003,14.12076303,13.36918434,14.35668427,13.80052706,16.18659107,15.35693878,14.94120267,14.85118409,15.5877483,15.14056675,13.34076102,14.04397353,14.33772427,13.01313874,13.54798244,12.13998855,11.61215726,10.34232902,10.16977155,10.99604254,11.66029645,11.12043816,10.25938621,10.52520365,10.01852791,9.302578012,9.522043884,13.85709472
Nicaragua,NIC,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.97800375,13.93694067,13.60796851,13.61128194,12.72591803,11.95617313,12.47651664,13.65082657,14.82889937,13.95858895,14.04046178,13.5660208,13.59256797,13.99060964,14.00529763,13.61446997,14.26494095,14.05179257,14.20639209,14.49453099,14.73267121,14.1978735,14.14475847,13.64249696,13.84565973,14.0237092,13.53782304,13.96950809,13.80902508
Israel,ISR,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.98933548,15.19588032,15.56663071,15.773193,15.83636346,16.60459323,15.28247465,14.61473827,14.17981221,13.98339547,14.75409772,14.98837046,15.35896649,14.79142736,14.00329888,14.0449782,13.53589259,13.73720593,12.92671067,12.36261422,12.75497723,11.9052694,11.32043717,11.49292605,11.39430759,11.16767451,10.16480267,13.80482866
Pakistan,PAK,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,11.30278929,11.61474532,12.75030451,13.71757664,13.75373195,13.3380556,13.76584304,13.27575536,13.62805515,14.62187719,14.58608197,15.20544978,14.68732281,14.76174954,15.44005811,14.29265265,13.66328127,13.61554078,13.58841744,14.02867917,14.21989162,13.46029418,13.63435845,13.77656173,14.38725876,14.31642441,14.74757644,14.99618327,14.94205562,14.7473514,15.46002479,15.56339408,15.42300755,15.44935299,15.70608805,14.61781361,14.60800604,14.56036127,14.68258059,14.41352528,10.21979345,10.63440907,10.61168175,10.85117171,11.75379308,12.69617414,12.96619102,13.26883545,14.78585929,12.72052478,13.07486058,13.83010586,14.01583319,13.56811206,13.5424308,12.79208896,11.21091981,11.2993431,11.60274061,12.58727459,11.41607343,11.91208648,13.55984485
Kosovo,XKX,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.04175544,14.87549582,13.77262161,13.11959163,13.25279732,13.51216998,13.47106484,13.264168,13.05525294,12.78484426,13.12748622,12.86269666,13.35206942,12.89153197,13.38453901
Russia,RUS,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.19344479,14.36733469,15.21650718,15.68022367,15.29122766,15.11463226,14.93315486,12.89797142,12.81547047,11.47093372,11.41528544,11.05730634,11.33558041,12.38301887,11.7002791,12.31277213,12.81988325,12.96920728,13.4231661,14.44573732,13.34215685
Spain,ESP,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.26724969,16.34781471,16.65883513,16.55254652,16.29968962,16.23259052,15.83254041,15.24097061,14.70484852,14.1706722,13.70917565,13.33521946,12.89911384,12.69552004,11.58976287,11.39759245,11.49861388,11.12487198,11.18698668,11.30322446,11.29402685,11.26496294,11.32799193,11.02687275,10.91381623,11.01486687,11.53522996,13.23798544
Jordan,JOR,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,10.87768441,11.95744681,9.397163121,12.7744511,12.01923077,10.46409807,10.44591247,10.22727273,11.60915834,6.948405496,7.799954118,8.092383639,8.386442642,8.261033572,8.804071247,8.069362177,10.83805053,10.34482759,9.923877757,10.24244646,9.134273825,11.80093729,12.35404732,10.47412326,10.08864152,12.16906305,11.06828938,11.5693552,10.80218309,12.74872054,12.08772562,10.92922876,11.43596831,12.52451068,12.56944084,12.94780536,12.84944293,13.99470121,14.43689737,15.59777033,15.37375639,16.43217116,18.29812139,21.15498234,20.12828575,18.92653544,19.30847368,18.7888725,19.27667062,18.84793823,18.36162026,18.00550352,17.99812185,17.68954058,17.4672418,17.04049618,17.03353892,13.14382929
Portugal,PRT,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.93852858,16.57597698,16.52892634,15.99806655,15.62998949,15.04933732,14.67786461,14.19466495,13.47633714,13.05271226,12.56677653,12.34319807,12.24363323,11.90165272,11.13316536,11.60126587,11.34306038,11.39409083,11.54560914,11.79145148,12.13870877,12.15338515,12.34250796,12.26235271,11.89529572,12.01812693,12.42699714,13.11939564
Bolivia,BOL,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,13.26767092,13.537185,12.8708134,12.84821146,12.27811355,12.2906189,12.81577551,12.57490593,12.3853089,13.0517681,12.87666999,14.72268204,7.503746543,11.99605408,11.33298019,16.03432236,18.86379714,17.08493592,17.82811441,16.98543704,16.96302628,17.73056686,17.14141034,16.87257566,16.6578935,16.72941711,16.42552525,14.52022558,13.99206426,13.5941304,13.24110584,13.34477192,13.03542179,12.78444761,12.50745462,11.62694489,11.33160286,11.41491615,11.16847386,11.61672571,11.27002247,10.33846377,10.21420878,9.927811227,9.738327963,10.19119087,10.98422152,10.49350844,10.3431515,10.48950355,10.95783366,10.72629325,13.10619902
Zambia,ZMB,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,3.766780204,4.883052934,4.822753504,5.485986881,5.68413887,6.332453826,7.807909605,9.001670844,9.732230229,8.161337209,10.11191986,12.67677195,13.56261682,12.29771425,12.8343388,15.9114053,14.35481354,17.77084172,19.10961034,18.29424147,16.94738216,17.73971424,18.5992824,19.84597723,20.49482864,22.85807209,22.65104295,25.72342794,30.806865,30.97014925,31.85689077,33.34588626,33.1916343,24.97607991,9.088726019,9.177594328,10.91561377,10.79494361,10.77369849,10.21141037,9.453296547,9.081867226,9.585879251,10.14813672,10.06523898,9.840460977,9.407918982,8.679804366,8.453968149,8.684927817,7.578283936,7.51615953,7.075813251,6.023734529,6.819983359,7.522311308,7.68612523,8.127238236,6.84776648,6.788930097,7.715369781,9.423860926,13.0015949
Moldova,MDA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.33650708,20.6040683,17.97087017,13.70625424,12.83037838,13.95310657,15.46052651,14.56676133,15.13605127,14.23041334,13.07252736,12.24555794,11.54471084,11.0400035,10.37462591,9.953772378,10.56474192,10.65443757,11.19385259,11.60211314,11.95822071,11.89704361,11.55295356,11.21490342,10.63683881,10.49299699,9.378243701,12.96935115
Iran,IRN,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,8.542499712,8.909956412,9.956708908,10.38073275,10.59922486,10.81533439,11.32367639,11.822097,11.99892931,12.52657086,12.42125855,11.91650757,11.70564996,10.98557095,8.737034111,9.112932293,9.415503527,9.195373719,8.825322099,7.465353463,9.828699259,10.57035642,10.14411813,9.062495465,9.467093181,8.875929868,9.15968647,10.24175892,11.3102577,10.9154168,14.51243465,15.95461266,16.06830324,13.56430156,15.51251446,15.34432231,16.50554303,17.43598158,16.89071244,16.65998772,16.63922502,17.14813115,15.09666321,14.79313534,15.70243428,15.04149207,15.03350612,12.90761577,12.9684578,13.27448939,12.78390806,13.79219147,16.3771989,15.72969562,15.58475562,13.45074441,12.94499498,13.75240254,15.12142272,18.04559618,21.13948696,21.21509497,12.95521621
Brunei,BRN,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.676706674,11.69506208,14.1634197,11.97123119,11.91339011,10.71000968,11.81587326,9.930077511,9.906306504,10.04443679,10.12579786,10.11312772,10.37853415,10.05016463,10.10194282,12.42684186,11.13511832,12.46632369,12.89535583,12.27283841,12.01576806,13.00399851,12.76066131,14.99901127,13.66413864,13.54676414,15.36311712,15.72556812,15.68413351,15.31572793,13.2873789,12.30760947,10.56359666,10.38112523,13.70778364,13.96936834,14.90712574,16.43386474,16.62244602,16.49819515,16.12829908,14.5277354,11.46061786,12.65818411,14.0660942,13.6022193,15.76985849,18.51438545,12.92244448
Cameroon,CMR,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,9.523809517,9.660449436,9.769865598,9.266408955,9.821744259,10.24513262,10.33470954,10.38133153,10.24067914,9.820913062,10.28907434,10.54151944,8.956829335,8.239871973,8.093082172,8.800170454,9.669339243,11.36939015,11.11153542,11.22065731,11.0044453,11.98209453,12.76192677,13.17584303,14.05006976,14.17621103,14.16681617,13.92983462,16.91058684,16.95158094,16.6691655,16.01316981,15.73851247,15.36409786,15.43274957,14.74026934,14.52944679,15.53069502,15.58054709,15.41079029,15.02614415,15.11457715,15.20996765,14.30569477,14.87929919,14.51997379,15.18908621,15.53277006,15.22873575,14.51402123,14.35005819,13.84153437,13.71294553,13.68501543,12.82578021,13.18098761,13.11772542,12.90718742
Bangladesh,BGD,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,5.309910797,5.470588542,5.448665141,5.359331468,5.514048718,5.445473719,5.998064082,5.582903418,6.153438202,5.851063658,5.804682835,5.485218348,3.983848151,8.521769535,9.251323716,7.04227568,9.283922984,11.22620919,9.910996048,9.861451587,14.4874848,13.98206522,13.9391494,15.04367939,15.6039256,14.45807009,14.22323064,13.47380665,13.42203116,12.90563053,13.23921855,13.98712269,14.39746369,15.41253836,15.86945466,15.90000685,14.00264514,14.11978066,14.85983116,14.38909508,14.03531575,14.17835702,14.31743755,14.14546156,14.44207319,14.74399876,15.30756218,15.93407299,16.12436697,16.48018606,16.12122836,15.99673425,15.91422067,16.44201947,16.61270766,16.78867356,20.3479481,20.07506151,20.80229593,21.20794173,20.59833094,21.23567299,12.83988844
United States,USA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.08717738,15.77432526,15.45906691,15.11507499,13.9193094,13.45287764,13.31651175,13.17418108,12.98331952,12.99072267,12.76975661,12.2167302,11.69878959,11.9060851,11.94724683,11.85756063,11.79811646,11.65547549,11.66231343,11.22363792,11.25885647,11.34807393,11.05803677,10.62906472,10.71037081,12.64050726
Panama,PAN,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,20.69837715,19.58950263,18.50894194,18.47975335,20.27721331,21.28747289,18.44348338,18.77180923,17.10184862,17.39168649,17.31977537,15.42995333,14.71736151,16.12249249,16.76173403,19.39962367,17.73344075,16.94650586,15.05018124,14.77834524,15.30728864,15.54262665,15.14292169,14.32210839,13.92936714,14.22001349,14.12837392,12.73361215,12.36442211,12.13686142,11.27140635,10.42918335,9.449766569,8.928264046,8.597271593,8.260100546,8.040114264,7.157217932,7.073095402,7.285933363,7.096737737,6.338251119,6.231557494,6.631374192,6.605784293,6.390802303,6.17499918,6.057774663,5.87723666,5.723312741,5.776719714,5.409314662,12.60467916
North America,NAC,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.07961318,15.80107314,15.56100602,15.24010324,14.05357224,13.59563214,13.40999516,13.25702212,13.01155105,12.95033135,12.68488245,12.05920006,11.55227521,11.71942385,11.73787051,11.66787089,11.5759743,11.44387013,11.52574501,11.1220962,11.13235216,11.22971106,10.96857141,10.57592093,10.58674594,12.58169639
Kazakhstan,KAZ,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.60701644,13.2472781,13.33634544,12.01990349,14.09165178,16.49803593,16.44509019,14.49613089,14.21774744,13.31415365,12.04139307,11.63245808,11.49160524,11.7738897,10.87215357,11.32131822,11.08657422,11.08079904,10.63497383,10.31824363,10.27540938,11.33013967,11.28015694,11.42862275,11.46636407,13.07253218,13.60875474,12.48106451
Canada,CAN,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04474608,16.2531272,17.07630688,17.02443713,16.03874062,15.70905941,14.66325348,14.29554309,13.37476162,12.58334035,11.90294487,10.61151209,10.06119641,10.02715411,9.955396173,10.02016741,9.588492358,9.426150824,9.975422544,9.928004135,9.684575788,9.866071588,0,0,0,12.45956383
Malawi,MWI,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.25221824,11.24183007,11.03021978,10.59073311,14.28714864,12.25759626,12.67718617,12.29798491,12.93584641,12.36001595,12.85172502,13.27725271,14.76038804,13.7179493,15.71408814,16.64939904,16.29423661,19.04892383,14.34215779,15.49640056,13.98260916,12.95145128,12.59871547,12.31291966,12.16716766,11.61744248,10.49399342,12.3885768,13.50185628,11.27657708,10.2821379,12.40396844,13.94920134,11.71829675,10.37868845,9.909851245,10.06951316,9.254067752,9.563997098,9.549752663,9.60125083,9.518886746,11.29706162,11.39177778,11.53793265,0,0,12.39557765
Afghanistan,AFG,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.82275218,16.92386623,17.55400626,16.59821222,16.3855372,17.74730953,17.8391163,13.14987661,12.52257684,13.77918924,12.48608514,11.49986726,11.47758756,11.420006,4.114196613,3.530422461,6.160177217,7.043181081,7.676256858,9.060747765,12.28954853
Latvia,LVA,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.61782774,17.0787268,18.22199621,14.79443127,13.5467217,13.6072703,13.60350006,13.54354706,12.35861452,12.25459985,11.40172065,10.55808266,10.02045646,9.603439902,9.718880118,11.87733511,11.7520836,11.35575776,11.09042547,10.50166678,10.46795056,10.16647771,10.47018109,10.55714781,10.6002563,10.99140772,11.96764224,12.21215361
Fiji,FJI,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,15.95330739,16.36690647,15.58219178,15.28822055,15.29051988,14.54046639,12.61770245,12.35662148,9.957527135,10.33295063,9.340818995,10.66666667,10.6685614,10.74579507,10.51356333,10.08259755,11.55831964,10.93829308,9.479166667,9.777169032,8.268516173,8.819101388,8.457079915,9.347266881,10.73785149,8.643235072,11.27363435,11.9195101,12.32527914,11.68236801,12.57537364,12.77897198,11.93157458,11.45889127,12.62924178,12.90911859,11.54400776,12.27321334,13.69109516,12.95096279,11.72443364,12.7568345,12.21519246,12.75797172,12.10973512,12.15567561,12.30291029,12.31043606,11.92467009,11.56227143,11.5664407,10.65411383,10.49615959,10.93180984,10.44613158,10.38757981,10.30594347,10.93555382,11.6056081,11.6512395
West Bank and Gaza,PSE,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.84430064,17.46375046,14.18641483,12.32246396,12.21053149,10.58484735,10.43907641,10.97235058,9.041565892,12.58316532,9.90202255,11.31162573,8.514855188,9.976443076,10.92005909,10.77581409,12.22950989,11.46959173,13.11064513,11.89893086,10.75076664,9.321233288,10.0263544,11.65550595,11.54725188,11.23471562,11.04708435,0,11.64225468
United Kingdom,GBR,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.46698296,16.06780309,15.85252838,15.49274501,16.2059893,15.29803289,15.09440795,14.90263661,14.35077242,13.74112915,13.24787062,12.40881393,12.07999899,11.54297736,10.93356606,10.50503593,10.0420481,9.652851095,9.581454497,9.030712387,9.513322223,9.325800635,9.289936442,9.536968046,9.348694216,9.219530681,9.017880319,8.975073477,8.828734455,8.707091123,8.718407428,8.777998124,11.61743106
Cuba,CUB,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,7.858146696,7.85911709,7.859257227,7.858366289,7.855111017,7.85887978,7.863967189,7.859962857,7.853913174,7.838831486,7.877726074,7.889401544,7.839940922,7.823667114,7.763423316,8.072196868,7.947778302,7.592638856,7.742296867,7.462205307,7.135125209,7.822713095,8.923775616,8.954687175,10.73361043,11.4475064,17.65213621,18.31079724,16.89945613,16.61471508,16.42281796,16.06948969,15.35553207,14.2340646,13.77614323,13.88952599,13.42192678,14.5102971,14.66229651,14.9806701,15.6308295,15.33990433,16.10314324,15.73339555,15.08753224,14.90824372,13.85027909,13.50011874,12.8135932,12.47921259,11.19681049,10.53505397,11.45331214
Mozambique,MOZ,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.51109635,15.02665914,11.12509863,12.35989346,10.50878938,11.68909827,12.78503776,14.54370126,13.35921805,12.76338826,14.47207436,12.30548142,14.13449448,14.88949592,13.45604111,14.24863421,13.69314799,11.78264659,10.48749629,9.979252577,9.80876486,8.649883399,8.187376209,8.025907722,8.192260008,8.47913418,8.201034639,8.716148342,8.832160852,7.920080717,7.806713651,11.32065194
Bosnia and Herzegovina,BIH,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.50560362,11.43649852,11.43649964,11.22184186,12.06927902,10.7000739,9.296022749,9.406456129,9.313522924,9.299795234,9.117742539,9.942766707,10.01778722,10.81107321,11.0122791,10.47754043,10.88480804,10.91601273,10.54511041,10.93711679,10.9401954,11.67037687,12.36923636,13.11501149,13.2253467,12.93772661,13.11413334,14.44143305,11.14861752
Georgia,GEO,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.89543751,15.15071681,13.25939348,12.76659552,12.24537075,12.23104585,12.80445279,13.03230929,12.2217359,12.0945882,11.11828222,10.94811049,10.44304295,9.928277549,9.138651611,9.810547634,9.491576469,9.511735349,9.605770467,8.864594077,7.790210961,8.597061941,8.834423781,8.868100811,9.345305687,9.868780309,10.95638917
Arab World,ARB,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.952937979,7.480155899,7.494736079,7.63944837,7.402619361,6.785497865,7.791506259,8.379131573,9.394562415,10.24968352,10.52270779,10.98596097,11.54496188,12.9494,12.74215708,9.718270312,11.15646448,11.24226676,11.15792286,11.26291713,11.62814605,11.6989473,11.79256523,12.21587051,11.89666792,12.05428197,12.55544206,12.76725218,13.18079616,12.87418721,12.47756645,11.96852489,11.57482041,11.26512559,11.08936294,11.03355221,11.65945299,11.50643307,11.26458826,11.37430782,11.6025296,11.53577807,11.22495622,11.39620636,11.17743943,11.60225285,12.32364582,10.90625549
Cote d'Ivoire,CIV,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,9.139308265,11.08902646,12.19969972,9.741484804,9.239898275,10.29082454,10.33929621,11.09204018,10.15918472,10.23004666,9.394847072,9.40754003,7.640332285,7.684540098,8.128952708,0,0,0,0,0,0,0,0,0,0,17.45050761,16.57763404,16.58318699,15.43232606,14.74179,15.04924517,9.802850067,11.22671049,10.41068183,10.87026398,11.15447113,10.7672585,9.797021793,8.889951221,8.792904827,10.28226527,10.02887861,10.31060928,10.20402365,9.627693495,9.001911196,9.22135575,10.31825153,11.85018556,12.20069981,10.84203181,9.018102177,10.11191116,11.96062685,11.7846369,11.19580966,0,10.89745257
Iceland,ISL,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.22481759,12.17081077,14.09341098,13.43450202,11.82735234,11.54390682,13.34583977,11.59773514,10.95191957,10.42524895,8.522114689,8.999233506,7.768738469,10.9025242,10.82483066,12.92688297,13.22487895,11.6822021,11.62061202,11.42008166,10.6674531,9.290819421,8.890131565,8.605373218,8.571367421,8.787571159,9.167680333,10.86992738
Norway,NOR,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,17.68272697,17.16668124,17.31082003,17.7028816,18.30907241,17.80749379,16.59655617,16.01770392,14.81827724,15.6908874,13.45234841,12.37791531,11.89587584,11.58038238,11.74188428,11.37211461,11.65036698,11.73223075,11.97544287,11.15341466,10.31205825,9.956118757,9.987295426,10.19698387,10.36196437,10.79689515,10.06388716,10.02856292,10.54301233,10.12547316,8.846314859,8.912386707,8.896392501,8.847209639,8.529741674,8.155028148,8.29894821,8.286368706,7.74020076,7.346650025,7.192147804,6.752681919,6.614456624,6.617719841,6.80718438,6.873817164,6.562081605,6.400380897,5.996342047,6.181057639,6.509326328,5.49453123,10.62054417
Lesotho,LSO,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0.808625337,0.765306122,1.975308642,3.543586109,3.873319663,3.820033956,4.276985743,4.387568556,4.501607717,4.637336504,4.682926829,5.063291139,4.828660436,4.283164783,4.357204487,7.760008187,7.678667063,8.28175853,5.289707932,7.188936862,8.156844426,6.124734587,7.912553594,7.827685057,9.571783019,9.595347766,9.52392864,8.596050048,8.745362238,9.516256306,8.861841768,8.951490232,8.877780039,10.20186786,10.92299118,11.11939258,13.62089707,20.51351141,24.55781584,22.66208954,23.02816959,19.98529,21.82409656,22.24106881,21.22953531,17.50681627,13.08485044,12.78258673,11.45151125,10.93956711,12.25053835,15.13259694,16.6630767,15.23670986,16.64920915,16.78724212,14.42463714,15.06433207,10.58872521
Namibia,NAM,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.485999134,9.652771647,9.994292146,10.27131752,9.87747094,9.245548253,9.373921686,10.09621013,9.635222252,9.608784559,10.39426155,9.493204965,9.966920811,11.07547413,10.45021353,10.12625338,7.788658407,8.643648833,9.533699533,8.773820312,9.73959016,9.622780593,9.42146187,11.39438804,10.59196078,10.48802863,12.59306201,13.47269171,11.27254897,12.86482256,12.29938679,13.45726237,12.19000589,10.31825874,9.908565257,11.4171848,11.67878852,12.22004343,12.29883483,12.46239875,11.0106137,11.26296556,10.58269852
Armenia,ARM,"Manufacturing,0value0added0(%0of0GDP)",NV.IND.MANF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.424758532,9.68257532,9.666405536,9.206171059,10.28464998,10.63112611,11.27191844,11.71149186,12.3449098,11.40418268,10.56281893
